database|detection_method|evidence|evidence_type|label|source|source_id|source_type|source_url|target_id|target_type|taxon_id
"[""GTRD"", ""TRRUST""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:24782528"", ""pubmed:29087512"", ""pubmed:27924024""]"|small_scale_evidence|regulates|TFLink|ENSG00000196363|gene|tflink.net|ENSG00000136997|gene|9606
"[""GTRD"", ""HTRI"", ""ReMap"", ""TRRUST""]"|chromatin immunoprecipitation assay electrophoretic mobility shift assay inferred by curator|"[""pubmed:29126285"", ""pubmed:27924024"", ""pubmed:10875244"", ""pubmed:9218479"", ""pubmed:29087512"", ""pubmed:22900683""]"|small_scale_evidence|regulates|TFLink|ENSG00000185591|gene|tflink.net|ENSG00000176890|gene|9606
"[""GTRD"", ""IntAct_via_DoRothEA"", ""ReMap""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:29126285"", ""pubmed:20227041"", ""pubmed:27924024"", ""pubmed:24234451""]"|small_scale_evidence|regulates|TFLink|ENSG00000141510|gene|tflink.net|ENSG00000111412|gene|9606
"[""TRED""]"|inferred by curator|"[""pubmed:17202159""]"|small_scale_evidence|regulates|TFLink|ENSG00000172819|gene|tflink.net|ENSG00000100030|gene|9606
"[""GTRD"", ""ReMap"", ""TRED""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:29126285"", ""pubmed:27924024"", ""pubmed:17202159""]"|small_scale_evidence|regulates|TFLink|ENSG00000137203|gene|tflink.net|ENSG00000100823|gene|9606
"[""TRRUST""]"|inferred by curator|"[""pubmed:29087512"", ""pubmed:21573214""]"|small_scale_evidence|regulates|TFLink|ENSG00000177551|gene|tflink.net|ENSG00000114315|gene|9606
"[""GTRD"", ""ReMap"", ""TRED""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:29126285"", ""pubmed:27924024"", ""pubmed:17202159""]"|small_scale_evidence|regulates|TFLink|ENSG00000136997|gene|tflink.net|ENSG00000176749|gene|9606
"[""GTRD"", ""ORegAnno"", ""PAZAR"", ""TFactS_via_DoRothea""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:1999537"", ""pubmed:19067971"", ""pubmed:26578589"", ""pubmed:22761861"", ""pubmed:18971253"", ""pubmed:27924024""]"|small_scale_evidence|regulates|TFLink|ENSG00000187098|gene|tflink.net|ENSG00000103249|gene|9606
"[""GTRD"", ""ReMap"", ""TRRUST""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:22956625"", ""pubmed:29087512"", ""pubmed:29126285"", ""pubmed:27924024""]"|small_scale_evidence|regulates|TFLink|ENSG00000106462|gene|tflink.net|ENSG00000171862|gene|9606
"[""GTRD"", ""ReMap"", ""TRRUST""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:29087512"", ""pubmed:29126285"", ""pubmed:27924024"", ""pubmed:16829531""]"|small_scale_evidence|regulates|TFLink|ENSG00000124795|gene|tflink.net|ENSG00000023445|gene|9606
"[""GTRD"", ""HTRI"", ""ORegAnno"", ""PAZAR"", ""ReMap"", ""TRED""]"|chromatin immunoprecipitation array chromatin immunoprecipitation assay inferred by curator|"[""pubmed:29126285"", ""pubmed:26578589"", ""pubmed:18971253"", ""pubmed:27924024"", ""pubmed:17531812"", ""pubmed:17202159"", ""pubmed:22900683""]"|small_scale_evidence|regulates|TFLink|ENSG00000205250|gene|tflink.net|ENSG00000102078|gene|9606
"[""ReMap"", ""TRRUST""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:29087512"", ""pubmed:17937658"", ""pubmed:29126285""]"|small_scale_evidence|regulates|TFLink|ENSG00000179284|gene|tflink.net|ENSG00000118260|gene|9606
"[""GTRD"", ""ReMap"", ""TRRUST""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:29087512"", ""pubmed:29126285"", ""pubmed:27924024"", ""pubmed:17229570""]"|small_scale_evidence|regulates|TFLink|ENSG00000129071|gene|tflink.net|ENSG00000111424|gene|9606
"[""GTRD"", ""ReMap"", ""TRED""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:29126285"", ""pubmed:27924024"", ""pubmed:17202159""]"|small_scale_evidence|regulates|TFLink|ENSG00000136997|gene|tflink.net|ENSG00000143384|gene|9606
"[""IntAct_via_DoRothEA""]"|inferred by curator|"[""pubmed:22025620"", ""pubmed:24234451""]"|small_scale_evidence|regulates|TFLink|ENSG00000095794|gene|tflink.net|ENSG00000112115|gene|9606
"[""GTRD"", ""ReMap"", ""TRRUST""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:20450493"", ""pubmed:29087512"", ""pubmed:29126285"", ""pubmed:27924024""]"|small_scale_evidence|regulates|TFLink|ENSG00000198911|gene|tflink.net|ENSG00000160752|gene|9606
"[""HTRI"", ""TRED""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:17202159"", ""pubmed:20019798"", ""pubmed:22900683""]"|small_scale_evidence|regulates|TFLink|ENSG00000134954|gene|tflink.net|ENSG00000111537|gene|9606
"[""GTRD"", ""ReMap"", ""TRRUST""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:29087512"", ""pubmed:29126285"", ""pubmed:27924024"", ""pubmed:22311737""]"|small_scale_evidence|regulates|TFLink|ENSG00000204531|gene|tflink.net|ENSG00000091409|gene|9606
"[""GTRD"", ""ORegAnno"", ""PAZAR"", ""ReMap"", ""TRED"", ""TRRUST""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:29126285"", ""pubmed:9889002"", ""pubmed:26578589"", ""pubmed:18971253"", ""pubmed:27924024"", ""pubmed:17202159"", ""pubmed:29087512""]"|small_scale_evidence|regulates|TFLink|ENSG00000170345|gene|tflink.net|ENSG00000163209|gene|9606
"[""TRED""]"|inferred by curator|"[""pubmed:17202159""]"|small_scale_evidence|regulates|TFLink|ENSG00000157557|gene|tflink.net|ENSG00000113578|gene|9606
"[""GTRD"", ""ORegAnno"", ""PAZAR"", ""TRED""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:17202159"", ""pubmed:18971253"", ""pubmed:27924024"", ""pubmed:26578589""]"|small_scale_evidence|regulates|TFLink|ENSG00000143190|gene|tflink.net|ENSG00000137203|gene|9606
"[""HTRI"", ""TRRUST""]"|chromatin immunoprecipitation assay electrophoretic mobility shift assay inferred by curator|"[""pubmed:29087512"", ""pubmed:18850323"", ""pubmed:22900683""]"|small_scale_evidence|regulates|TFLink|ENSG00000118495|gene|tflink.net|ENSG00000091262|gene|9606
"[""TRED""]"|inferred by curator|"[""pubmed:17202159""]"|small_scale_evidence|regulates|TFLink|ENSG00000007968|gene|tflink.net|ENSG00000235194|gene|9606
"[""GTRD"", ""HTRI"", ""ReMap"", ""TRED""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:29126285"", ""pubmed:12695333"", ""pubmed:27924024"", ""pubmed:17202159"", ""pubmed:22900683""]"|small_scale_evidence|regulates|TFLink|ENSG00000136997|gene|tflink.net|ENSG00000119699|gene|9606
"[""TRED""]"|inferred by curator|"[""pubmed:17202159""]"|small_scale_evidence|regulates|TFLink|ENSG00000077150|gene|tflink.net|ENSG00000102245|gene|9606
"[""GTRD"", ""ORegAnno"", ""TRRUST""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:29087512"", ""pubmed:26578589"", ""pubmed:27924024"", ""pubmed:12817009""]"|small_scale_evidence|regulates|TFLink|ENSG00000125347|gene|tflink.net|ENSG00000136634|gene|9606
"[""GTRD"", ""IntAct_via_DoRothEA"", ""PAZAR"", ""ReMap""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:29126285"", ""pubmed:24234451"", ""pubmed:26028330"", ""pubmed:18971253"", ""pubmed:27924024""]"|small_scale_evidence|regulates|TFLink|ENSG00000107485|gene|tflink.net|ENSG00000141376|gene|9606
"[""TRED"", ""TRRUST""]"|inferred by curator|"[""pubmed:10618716"", ""pubmed:17202159"", ""pubmed:29087512"", ""pubmed:15001984""]"|small_scale_evidence|regulates|TFLink|ENSG00000134954|gene|tflink.net|ENSG00000041982|gene|9606
"[""GTRD"", ""ReMap"", ""TRRUST""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:16683270"", ""pubmed:29087512"", ""pubmed:29126285"", ""pubmed:27924024""]"|small_scale_evidence|regulates|TFLink|ENSG00000109320|gene|tflink.net|ENSG00000107831|gene|9606
"[""GTRD"", ""ReMap"", ""TRRUST""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:29087512"", ""pubmed:16497991"", ""pubmed:29126285"", ""pubmed:27924024""]"|small_scale_evidence|regulates|TFLink|ENSG00000115966|gene|tflink.net|ENSG00000187556|gene|9606
"[""GTRD"", ""ORegAnno"", ""PAZAR"", ""ReMap"", ""TRRUST""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:29126285"", ""pubmed:8288055"", ""pubmed:26578589"", ""pubmed:18971253"", ""pubmed:27924024"", ""pubmed:29087512""]"|small_scale_evidence|regulates|TFLink|ENSG00000245848|gene|tflink.net|ENSG00000171105|gene|9606
"[""TFactS_via_DoRothea""]"|inferred by curator|"[""pubmed:11279127"", ""pubmed:22761861""]"|small_scale_evidence|regulates|TFLink|ENSG00000101665|gene|tflink.net|ENSG00000168542|gene|9606
"[""GTRD"", ""TRRUST""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:29087512"", ""pubmed:27924024"", ""pubmed:19244250""]"|small_scale_evidence|regulates|TFLink|ENSG00000150907|gene|tflink.net|ENSG00000100311|gene|9606
"[""GTRD"", ""HTRI"", ""PAZAR""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:21878914"", ""pubmed:18971253"", ""pubmed:27924024"", ""pubmed:20034404"", ""pubmed:22900683""]"|small_scale_evidence|regulates|TFLink|ENSG00000091831|gene|tflink.net|ENSG00000221926|gene|9606
"[""GTRD"", ""HTRI"", ""ReMap"", ""TRRUST""]"|chromatin immunoprecipitation assay electrophoretic mobility shift assay inferred by curator|"[""pubmed:29126285"", ""pubmed:27924024"", ""pubmed:29087512"", ""pubmed:22900683"", ""pubmed:11076940""]"|small_scale_evidence|regulates|TFLink|ENSG00000129152|gene|tflink.net|ENSG00000076555|gene|9606
"[""TRRUST""]"|inferred by curator|"[""pubmed:23098689"", ""pubmed:29087512""]"|small_scale_evidence|regulates|TFLink|ENSG00000141027|gene|tflink.net|ENSG00000123689|gene|9606
"[""GTRD"", ""HTRI"", ""ReMap"", ""TRED""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:29126285"", ""pubmed:12747840"", ""pubmed:27924024"", ""pubmed:17202159"", ""pubmed:22900683""]"|small_scale_evidence|regulates|TFLink|ENSG00000136997|gene|tflink.net|ENSG00000107819|gene|9606
"[""GTRD"", ""TRED"", ""TRRUST""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:17202159"", ""pubmed:27924024"", ""pubmed:29087512"", ""pubmed:21536859""]"|small_scale_evidence|regulates|TFLink|ENSG00000151702|gene|tflink.net|ENSG00000157554|gene|9606
"[""GTRD"", ""HTRI"", ""ReMap""]"|chromatin immunoprecipitation assay electrophoretic mobility shift assay inferred by curator|"[""pubmed:29126285"", ""pubmed:27924024"", ""pubmed:12551936"", ""pubmed:22900683""]"|small_scale_evidence|regulates|TFLink|ENSG00000132170|gene|tflink.net|ENSG00000123384|gene|9606
"[""TRRUST""]"|inferred by curator|"[""pubmed:29087512"", ""pubmed:19219074""]"|small_scale_evidence|regulates|TFLink|ENSG00000074047|gene|tflink.net|ENSG00000177606|gene|9606
"[""TRRUST""]"|inferred by curator|"[""pubmed:21467194"", ""pubmed:29087512""]"|small_scale_evidence|regulates|TFLink|ENSG00000033800|gene|tflink.net|ENSG00000148795|gene|9606
"[""PAZAR"", ""ReMap"", ""TRRUST""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:18971253"", ""pubmed:20372826"", ""pubmed:29087512"", ""pubmed:29126285""]"|small_scale_evidence|regulates|TFLink|ENSG00000115415|gene|tflink.net|ENSG00000185436|gene|9606
"[""GTRD"", ""TRED""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:27924024"", ""pubmed:17202159""]"|small_scale_evidence|regulates|TFLink|ENSG00000169083|gene|tflink.net|ENSG00000110245|gene|9606
"[""GTRD"", ""ReMap"", ""TFactS_via_DoRothea""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:29126285"", ""pubmed:22761861"", ""pubmed:15987768"", ""pubmed:27924024""]"|small_scale_evidence|regulates|TFLink|ENSG00000168214|gene|tflink.net|ENSG00000183963|gene|9606
"[""GTRD"", ""TRED""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:27924024"", ""pubmed:17202159""]"|small_scale_evidence|regulates|TFLink|ENSG00000141510|gene|tflink.net|ENSG00000184371|gene|9606
"[""TRED""]"|inferred by curator|"[""pubmed:17202159""]"|small_scale_evidence|regulates|TFLink|ENSG00000177606|gene|tflink.net|ENSG00000044012|gene|9606
"[""TRRUST""]"|inferred by curator|"[""pubmed:29087512"", ""pubmed:20383199""]"|small_scale_evidence|regulates|TFLink|ENSG00000277494|gene|tflink.net|ENSG00000240972|gene|9606
"[""TRRUST""]"|inferred by curator|"[""pubmed:15888734"", ""pubmed:29087512""]"|small_scale_evidence|regulates|TFLink|ENSG00000179284|gene|tflink.net|ENSG00000242950|gene|9606
"[""GTRD"", ""ReMap"", ""TFactS_via_DoRothea""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:22761861"", ""pubmed:16204037"", ""pubmed:29126285"", ""pubmed:27924024""]"|small_scale_evidence|regulates|TFLink|ENSG00000100644|gene|tflink.net|ENSG00000128917|gene|9606
"[""ReMap"", ""TRRUST""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:29126285"", ""pubmed:29087512"", ""pubmed:10446206""]"|small_scale_evidence|regulates|TFLink|ENSG00000179284|gene|tflink.net|ENSG00000080815|gene|9606
"[""TFactS_via_DoRothea""]"|inferred by curator|"[""pubmed:22761861"", ""pubmed:14691458""]"|small_scale_evidence|regulates|TFLink|ENSG00000074047|gene|tflink.net|ENSG00000054793|gene|9606
"[""GTRD"", ""ReMap"", ""TRRUST""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:29087512"", ""pubmed:7642633"", ""pubmed:29126285"", ""pubmed:27924024""]"|small_scale_evidence|regulates|TFLink|ENSG00000185591|gene|tflink.net|ENSG00000187555|gene|9606
"[""TFactS_via_DoRothea""]"|inferred by curator|"[""pubmed:22761861"", ""pubmed:14691458""]"|small_scale_evidence|regulates|TFLink|ENSG00000074047|gene|tflink.net|ENSG00000134215|gene|9606
"[""GTRD"", ""TRRUST""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:29087512"", ""pubmed:27924024"", ""pubmed:22902925""]"|small_scale_evidence|regulates|TFLink|ENSG00000102145|gene|tflink.net|ENSG00000276644|gene|9606
"[""DoRothEA"", ""GTRD"", ""ReMap""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:18431400"", ""pubmed:31340985"", ""pubmed:29126285"", ""pubmed:27924024""]"|small_scale_evidence|regulates|TFLink|ENSG00000141510|gene|tflink.net|ENSG00000107796|gene|9606
"[""GTRD"", ""ReMap"", ""TRRUST""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:20587593"", ""pubmed:29087512"", ""pubmed:29126285"", ""pubmed:27924024""]"|small_scale_evidence|regulates|TFLink|ENSG00000109320|gene|tflink.net|ENSG00000082641|gene|9606
"[""GTRD"", ""ReMap"", ""TRRUST""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:24447505"", ""pubmed:29087512"", ""pubmed:29126285"", ""pubmed:27924024""]"|small_scale_evidence|regulates|TFLink|ENSG00000020633|gene|tflink.net|ENSG00000196628|gene|9606
"[""GTRD"", ""ReMap"", ""TRRUST""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:11579131"", ""pubmed:29087512"", ""pubmed:29126285"", ""pubmed:27924024""]"|small_scale_evidence|regulates|TFLink|ENSG00000118260|gene|tflink.net|ENSG00000105723|gene|9606
"[""GTRD"", ""ReMap"", ""TRED""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:29126285"", ""pubmed:27924024"", ""pubmed:17202159""]"|small_scale_evidence|regulates|TFLink|ENSG00000118513|gene|tflink.net|ENSG00000170515|gene|9606
"[""TRRUST""]"|inferred by curator|"[""pubmed:29087512"", ""pubmed:14558943"", ""pubmed:17715045""]"|small_scale_evidence|regulates|TFLink|ENSG00000109320|gene|tflink.net|ENSG00000173083|gene|9606
"[""GTRD"", ""HTRI"", ""ORegAnno"", ""PAZAR"", ""ReMap"", ""TRED""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:29126285"", ""pubmed:26578589"", ""pubmed:20019798"", ""pubmed:18971253"", ""pubmed:27924024"", ""pubmed:17202159"", ""pubmed:22900683""]"|small_scale_evidence|regulates|TFLink|ENSG00000134954|gene|tflink.net|ENSG00000136167|gene|9606
"[""TRRUST""]"|inferred by curator|"[""pubmed:11734543"", ""pubmed:29087512""]"|small_scale_evidence|regulates|TFLink|ENSG00000100146|gene|tflink.net|ENSG00000186652|gene|9606
"[""GTRD"", ""ReMap"", ""TRED""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:29126285"", ""pubmed:27924024"", ""pubmed:17202159""]"|small_scale_evidence|regulates|TFLink|ENSG00000172216|gene|tflink.net|ENSG00000117525|gene|9606
"[""GTRD"", ""HTRI"", ""ORegAnno"", ""PAZAR"", ""ReMap"", ""TRED""]"|chromatin immunoprecipitation array chromatin immunoprecipitation assay inferred by curator|"[""pubmed:29126285"", ""pubmed:26578589"", ""pubmed:18971253"", ""pubmed:27924024"", ""pubmed:17531812"", ""pubmed:17202159"", ""pubmed:22900683""]"|small_scale_evidence|regulates|TFLink|ENSG00000205250|gene|tflink.net|ENSG00000164109|gene|9606
"[""GTRD"", ""KEGG_via_DoRothEA"", ""TRED"", ""TRRUST""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:27899662"", ""pubmed:12453892"", ""pubmed:27924024"", ""pubmed:17202159"", ""pubmed:29087512""]"|small_scale_evidence|regulates|TFLink|ENSG00000115966|gene|tflink.net|ENSG00000124253|gene|9606
"[""GTRD"", ""TFactS_via_DoRothea""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:9133387"", ""pubmed:9102301"", ""pubmed:11306509"", ""pubmed:22761861"", ""pubmed:27924024""]"|small_scale_evidence|regulates|TFLink|ENSG00000168214|gene|tflink.net|ENSG00000139352|gene|9606
"[""GTRD"", ""ReMap"", ""TFactS_via_DoRothea""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:22761861"", ""pubmed:11983916"", ""pubmed:29126285"", ""pubmed:27924024""]"|small_scale_evidence|regulates|TFLink|ENSG00000136997|gene|tflink.net|ENSG00000136628|gene|9606
"[""TRRUST""]"|inferred by curator|"[""pubmed:29087512"", ""pubmed:18450959""]"|small_scale_evidence|regulates|TFLink|ENSG00000118217|gene|tflink.net|ENSG00000131910|gene|9606
"[""GTRD"", ""TRED""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:27924024"", ""pubmed:17202159""]"|small_scale_evidence|regulates|TFLink|ENSG00000137203|gene|tflink.net|ENSG00000011201|gene|9606
"[""GTRD"", ""KEGG_via_DoRothEA"", ""ReMap"", ""TRRUST""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:21507199"", ""pubmed:16498264"", ""pubmed:22521571"", ""pubmed:29126285"", ""pubmed:21540308"", ""pubmed:19348920"", ""pubmed:17541280"", ""pubmed:27899662"", ""pubmed:12938094"", ""pubmed:16737784"", ""pubmed:20977921"", ""pubmed:24752800"", ""pubmed:20056084"", ""pubmed:19879772"", ""pubmed:17705132"", ""pubmed:27924024"", ""pubmed:29087512""]"|small_scale_evidence|regulates|TFLink|ENSG00000073861|gene|tflink.net|ENSG00000111537|gene|9606
"[""GTRD"", ""ReMap"", ""TRRUST""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:29126285"", ""pubmed:29087512"", ""pubmed:20544543"", ""pubmed:27924024""]"|small_scale_evidence|regulates|TFLink|ENSG00000173039|gene|tflink.net|ENSG00000183696|gene|9606
"[""GTRD"", ""IntAct_via_DoRothEA"", ""ReMap""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:24937458"", ""pubmed:29126285"", ""pubmed:27924024"", ""pubmed:24234451""]"|small_scale_evidence|regulates|TFLink|ENSG00000117139|gene|tflink.net|ENSG00000163435|gene|9606
"[""TRRUST""]"|inferred by curator|"[""pubmed:29087512"", ""pubmed:18787102""]"|small_scale_evidence|regulates|TFLink|ENSG00000109320|gene|tflink.net|ENSG00000198648|gene|9606
"[""ReMap"", ""TRRUST""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:29087512"", ""pubmed:29126285"", ""pubmed:15486968""]"|small_scale_evidence|regulates|TFLink|ENSG00000179284|gene|tflink.net|ENSG00000107485|gene|9606
"[""TRRUST""]"|inferred by curator|"[""pubmed:20083668"", ""pubmed:29087512""]"|small_scale_evidence|regulates|TFLink|ENSG00000213928|gene|tflink.net|ENSG00000197272|gene|9606
